PMIDs
https://pubmed.ncbi.nlm.nih.gov/10686031
https://pubmed.ncbi.nlm.nih.gov/16267962
https://pubmed.ncbi.nlm.nih.gov/16267963
https://pubmed.ncbi.nlm.nih.gov/16267965
https://pubmed.ncbi.nlm.nih.gov/21692311
https://pubmed.ncbi.nlm.nih.gov/23189855
https://pubmed.ncbi.nlm.nih.gov/23233935
https://pubmed.ncbi.nlm.nih.gov/25412066
https://pubmed.ncbi.nlm.nih.gov/25412490
https://pubmed.ncbi.nlm.nih.gov/26470534
https://pubmed.ncbi.nlm.nih.gov/26665227
https://pubmed.ncbi.nlm.nih.gov/27125034
https://pubmed.ncbi.nlm.nih.gov/27295878
