DOIs
https://doi.org/10.1006/viro.1996.0490
https://doi.org/10.1007/BF02778985
https://doi.org/10.1006/viro.1997.8529
https://doi.org/10.1086/514291
https://doi.org/10.1016/s1286-4579(99)00242-7
https://doi.org/10.1016/s0140-6736(00)02405-3
https://doi.org/10.1046/j.1365-2249.2001.01517.x
https://doi.org/10.1128/JCM.39.11.4125-4130.2001
https://doi.org/10.1054/modi.2001.29155
https://doi.org/10.1128/JCM.40.7.2323-2330.2002
https://doi.org/10.1128/JCM.40.11.4394-4395.2002
https://doi.org/10.1128/jvi.78.8.4330-4341.2004
https://doi.org/10.1128/JCM.42.4.1753-1755.2004
https://doi.org/10.1016/j.jcv.2003.09.004
https://doi.org/10.1016/j.antiviral.2004.05.001
https://doi.org/10.1073/pnas.0403812101
https://doi.org/10.1086/503836
https://doi.org/10.1128/JVI.01857-05
https://doi.org/10.1128/JVI.00069-06
https://doi.org/10.1128/JCM.01893-06
https://doi.org/10.1038/sj.gt.3302915
https://doi.org/10.1086/520609
https://doi.org/10.1016/j.jcv.2008.09.003
https://doi.org/10.1016/j.jviromet.2009.02.021
https://doi.org/10.1371/journal.pone.0006569
https://doi.org/10.1007/s00705-010-0612-5
https://doi.org/10.3390/v1030441
https://doi.org/10.1128/JCM.01224-09
https://doi.org/10.4269/ajtmh.2010.09-0636
https://doi.org/10.1016/j.virol.2010.04.002
https://doi.org/10.1177/1087057110374357
https://doi.org/10.1016/j.mcp.2010.08.004
https://doi.org/10.1016/j.jviromet.2010.11.010
https://doi.org/10.1016/j.virol.2011.08.024
https://doi.org/10.1093/infdis/jir298
https://doi.org/10.1371/journal.pntd.0001359
https://doi.org/10.1016/j.virol.2012.07.020
https://doi.org/10.1007/s00705-012-1477-6
https://doi.org/10.1007/s12250-012-3252-y
https://doi.org/10.1007/s12250-009-3015-6
https://doi.org/10.1128/JVI.01598-12
https://doi.org/10.3201/eid1902.120524
https://doi.org/10.1371/journal.pntd.0002435
https://doi.org/10.1038/srep05824
https://doi.org/10.1371/journal.pone.0107007
https://doi.org/10.1056/NEJMoa1411677
https://doi.org/10.1016/j.medmal.2014.09.009
https://doi.org/10.1128/JCM.02787-14
https://doi.org/10.1128/JCM.00165-15
https://doi.org/10.2807/1560-7917.es2015.20.3.21017
https://doi.org/10.1093/cid/civ131
https://doi.org/10.3390/v7030857
https://doi.org/10.3389/fmicb.2015.00108
https://doi.org/10.1186/s12864-015-1299-5
https://doi.org/10.1373/clinchem.2014.236950
https://doi.org/10.2807/1560-7917.es2015.20.12.21073
https://doi.org/10.3390/s150408605
https://doi.org/10.1186/s40249-015-0051-3
https://doi.org/10.1093/infdis/jiv187
https://doi.org/10.1016/j.jcv.2015.04.001
https://doi.org/10.1016/j.jcv.2015.04.003
https://doi.org/10.1128/JVI.00924-15
https://doi.org/10.3855/jidc.6197
https://doi.org/10.1093/cid/civ397
https://doi.org/10.1371/journal.pone.0126281
https://doi.org/10.1016/j.jviromet.2015.05.005
https://doi.org/10.2807/1560-7917.es2015.20.20.21131
https://doi.org/10.3390/v7062763
https://doi.org/10.1016/S0140-6736(15)61042-X
https://doi.org/10.1128/JCM.01317-15
https://doi.org/10.1111/tmi.12565
https://doi.org/10.1128/JCM.01449-15
https://doi.org/10.1186/s12985-015-0331-3
https://doi.org/10.1016/S1473-3099(15)00137-1
https://doi.org/10.1007/s10096-015-2457-z
https://doi.org/10.1016/S1473-3099(15)00144-9
https://doi.org/10.2460/javma.247.5.531
https://doi.org/10.1016/j.bios.2015.08.040
https://doi.org/10.1093/infdis/jiv454
https://doi.org/10.1371/journal.pone.0138484
https://doi.org/10.3201/eid2110.150840
https://doi.org/10.1038/srep14494
https://doi.org/10.1016/j.diagmicrobio.2015.07.025
https://doi.org/10.1684/mst.2015.0485
https://doi.org/10.1056/NEJMoa1511410
https://doi.org/10.1007/s00430-015-0438-6
https://doi.org/10.3201/eid2111.150582
https://doi.org/10.1128/JCM.02257-15
https://doi.org/10.1093/ofid/ofv137
https://doi.org/10.1128/JCM.02287-15
https://doi.org/10.1172/JCI83162
https://doi.org/10.2807/1560-7917.ES.2015.20.44.30053
https://doi.org/10.1371/journal.pone.0142751
https://doi.org/10.1002/adhm.201500708
https://doi.org/10.1016/j.jviromet.2015.11.007
https://doi.org/10.1371/journal.pmed.1001908
https://doi.org/10.1128/JCM.02724-15
https://doi.org/10.3389/fmicb.2015.01332
https://doi.org/10.1093/cid/civ1024
https://doi.org/10.1371/journal.pone.0145167
https://doi.org/10.1016/S1473-3099(15)00489-2
https://doi.org/10.1136/bmjopen-2015-008859
https://doi.org/10.4067/S0034-98872015001100010
https://doi.org/10.15585/mmwr.mm6502a3
https://doi.org/10.3201/eid2202.151278
https://doi.org/10.3201/eid2202.151395
https://doi.org/10.3201/eid2202.151238
https://doi.org/10.3201/eid2202.151250
https://doi.org/10.3201/eid2202.151656
https://doi.org/10.1371/journal.pone.0149150
https://doi.org/10.1016/j.jcv.2016.01.017
https://doi.org/10.1371/journal.pntd.0004472
https://doi.org/10.1371/journal.pntd.0004475
https://doi.org/10.1371/journal.pmed.1001967
https://doi.org/10.1039/c5lc01459j
https://doi.org/10.3201/eid2204.151405
https://doi.org/10.3201/eid2204.151302
https://doi.org/10.1371/journal.pmed.1001980
https://doi.org/10.1038/srep23803
https://doi.org/10.1093/cid/ciw202
https://doi.org/10.1016/j.jcma.2016.03.001
https://doi.org/10.18632/oncotarget.8558
https://doi.org/10.1007/s11262-016-1331-0
https://doi.org/10.1021/acs.analchem.6b00278
https://doi.org/10.7883/yoken.JJID.2015.597
https://doi.org/10.1016/S1473-3099(16)30060-3
https://doi.org/10.1373/clinchem.2016.255349
https://doi.org/10.1016/S0140-6736(16)30386-5
https://doi.org/10.1038/srep26943
https://doi.org/10.1093/infdis/jiw150
https://doi.org/10.1186/s12879-016-1609-9
https://doi.org/10.15585/mmwr.mm6526a4
https://doi.org/10.1186/s12879-016-1466-6
https://doi.org/10.1016/j.phrp.2016.04.004
https://doi.org/10.1093/infdis/jiw251
https://doi.org/10.1186/s12864-016-2858-0
https://doi.org/10.1007/s13149-016-0504-3
https://doi.org/10.3967/bes2016.057
https://doi.org/10.1093/infdis/jiw255
https://doi.org/10.1093/infdis/jiw261
https://doi.org/10.3201/eid2209.160354
https://doi.org/10.1093/infdis/jiw246
https://doi.org/10.1016/j.ijid.2016.08.011
https://doi.org/10.1093/infdis/jiw296
https://doi.org/10.1016/S2214-109X(16)30175-9
https://doi.org/10.1016/j.meegid.2016.09.010
https://doi.org/10.15585/mmwr.mm6536a5
